id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
7bXvOMQ3UrcTS1dO9Ppzsg,0.647,0.616,5,-4.948,1,0.0272,0.277,0,0.0816,0.79,93.019,218760,4
3kdMzXOcrDIdSWLdONHNK5,0.358,0.549,11,-7.843,0,0.0693,0.000799,0.00503,0.22,0.533,130.733,244573,4
3Pz0m6vpG2nQ1N0YSWJ4hf,0.764,0.989,10,-4.346,0,0.0909,0.00801,0.716,0.0644,0.778,125.003,436383,4
2ekP7kwuxuxItNa1o7u2ZE,0.661,0.655,10,-7.329,0,0.0397,0.0169,0.000199,0.185,0.456,139.996,198468,4
2k0I1BF87NUjvXH64nBi02,0.738,0.657,0,-7.767,1,0.0382,8.38e-05,0.753,0.052,0.501,124.015,376406,4
1x3fitHSJI4Zk6oRdRzqks,0.845,0.881,9,-5.856,1,0.112,0.00814,5.1e-05,0.0631,0.709,119.998,503998,4
4lr2u8vWEJ8DG3L5nZmhBN,0.698,0.795,10,-5.733,0,0.0333,0.00191,8.92e-06,0.403,0.676,121.016,186267,4
2WcBByesCNtqgHHVVKrQEB,0.854,0.725,6,-3.929,1,0.165,0.0119,0.106,0.0613,0.824,112.974,279545,4
6t2nSeS5q9QkY2AmCvPksh,0.649,0.965,0,-3.017,1,0.0475,0.00176,0.0573,0.652,0.475,127.993,330000,4
3lSlb3Mly9tjfBWhEV0RqR,0.82,0.723,0,-5.015,0,0.068,0.0399,0.185,0.109,0.536,119.988,289528,4
3lXbrSxtgTFdubvxIg1tw5,0.63,0.982,1,-2.831,1,0.108,0.0125,0.21,0.308,0.681,126.02,204934,4
5N2wcrtSauxBz5tHQI0Wby,0.739,0.949,9,-3.258,0,0.0533,0.192,0.00826,0.066,0.684,109.983,200727,4
10bMEOaHEoRG1CMmqg85OD,0.889,0.735,7,-7.397,1,0.0674,0.000231,0.404,0.301,0.564,125.004,385440,4
77mARUOTgHLQxL2APlgFIm,0.743,0.722,1,-6.353,1,0.0532,0.00151,0.268,0.114,0.193,128.011,391875,4
7eCA9VUxWRrXBjmmLQrIal,0.769,0.888,1,-5.864,1,0.117,0.00142,0.373,0.0359,0.485,128.003,397500,4
0IWGBdBR9s0dCMDRrs1I3S,0.75,0.917,11,-3.425,1,0.0448,0.0117,0.000339,0.659,0.249,128.485,381013,4
7iDa6hUg2VgEL1o1HjmfBn,0.643,0.783,10,-6.458,1,0.0856,0.047,0,0.083,0.579,154.084,163870,4
7zVCrzzEJU7u24sbJPXA5W,0.612,0.799,10,-4.603,1,0.0275,0.00898,0,0.172,0.687,125.976,188253,4
3tSPHhqAPUbMEttV85Uvvd,0.564,0.582,1,-6.033,1,0.0286,0.196,0,0.083,0.624,152.097,207187,4
0kdiUZDcLIFw0Buo9r0Q4z,0.665,0.621,10,-8.571,1,0.0524,0.38,0,0.119,0.632,147.975,222400,4
4Io3yZB2oI5KrGLP1REVG1,0.438,0.403,3,-8.572,1,0.0258,0.112,0,0.132,0.458,84.787,205453,4
1W0z9ZFfzkpvAQ23Sd7Cti,0.731,0.466,5,-7.219,1,0.0327,0.484,1.42e-06,0.105,0.653,98.959,165387,4
2n5ZD87XQ2yvIxGjoYbUmZ,0.47,0.852,4,-5.874,1,0.0933,0.163,2.04e-06,0.281,0.773,168.063,183200,4
6RSNKGdv3nDTHqgw4bdzyF,0.555,0.722,11,-6.005,1,0.034,0.119,0,0.0861,0.559,134.058,216960,4
1mMLMZYXkMueg65jRRWG1l,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.027,240760,4
5XCWZNbNEhEl2EDPtDwep4,0.643,0.446,2,-8.987,1,0.0357,0.0433,3.11e-05,0.107,0.483,76.073,214627,4
4VsR4LXdPB9nrZ3wLbdMLN,0.65,0.886,11,-4.821,1,0.0483,0.00111,0.000129,0.334,0.88,124.013,169720,4
3XHnaUAFX8PfNMW1hHC75N,0.574,0.744,10,-4.77,1,0.0328,9.89e-05,0.0103,0.0824,0.492,92.0,244347,4
7pV6zXFpCwrrmcosBAtp0o,0.639,0.71,1,-7.445,1,0.0275,0.0133,0,0.118,0.378,119.989,233173,4
7xEFNXSSRYHP179ew8L9RM,0.635,0.692,11,-6.109,0,0.0355,0.00247,4.37e-06,0.509,0.339,107.997,239240,4
4xlxojOaZyOQi7P8ig1BvH,0.449,0.992,5,-2.538,0,0.0978,1.71e-05,0,0.235,0.357,83.973,192188,4
4qmoz9OUEBaXUzlWQX4ZU4,0.444,0.865,11,-2.433,1,0.0464,0.000106,1.55e-05,0.0366,0.74,188.036,169520,4
3yLaeajp3jUl6Xs8MCjxl5,0.504,0.973,6,-2.887,1,0.185,1.82e-05,0.0427,0.183,0.685,143.067,234837,4
2I2SYj1N9RnNXdtLlhNh4g,0.403,0.524,1,-5.864,1,0.0543,0.203,0,0.0792,0.236,134.802,243667,4
0X9dX6MSvRtdUccK5xiwNP,0.616,0.576,1,-4.105,0,0.0271,0.094,0,0.0815,0.697,79.962,239600,4
0KKkJNfGyhkQ5aFogxQAPU,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,206693,4
2Uvy6SkNqxvnH1W68dymxG,0.745,0.359,1,-10.429,1,0.112,0.192,0.00628,0.138,0.55,160.123,326933,4
6N3qHjcwly8ZuhE4bPYJAX,0.659,0.295,11,-8.528,0,0.0322,0.426,6.95e-05,0.0795,0.36,74.037,277297,4
1WIfWj5skn5UUZTs4cEFBe,0.799,0.436,1,-9.975,0,0.379,0.283,0.000105,0.0968,0.311,80.028,217566,4
2VmuO6Ku6Tki3YqE2NbBHP,0.612,0.325,6,-9.497,0,0.0794,0.186,1.06e-05,0.109,0.0628,117.831,309153,4
2xmrfQpmS2iJExTlklLoAL,0.638,0.658,3,-6.318,1,0.0456,0.245,3.77e-06,0.0919,0.33,105.076,205748,4
1louJpMmzEicAn7lzDalPW,0.741,0.667,10,-5.445,1,0.134,0.0575,0,0.106,0.595,112.956,223504,4
3eR23VReFzcdmS7TYCrhCe,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,220781,4
1Cicn7ce1xoVlq8gthE2eX,0.699,0.7,11,-5.704,1,0.0392,0.0109,0.0794,0.152,0.3,102.023,184880,4
7C5Jk5c6Y1LWbXCcPS6ATS,0.78,0.579,9,-4.709,0,0.0609,0.124,0,0.111,0.417,120.036,227877,4
0dA2Mk56wEzDgegdC6R17g,0.679,0.634,5,-5.024,0,0.0654,0.232,0,0.115,0.498,102.013,210091,4
1dNIEtp7AY3oDAKCGg2XkH,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46e-05,0.174,0.505,102.996,247627,4
5Gu0PDLN4YJeW75PpBSg9p,0.667,0.726,8,-4.172,1,0.054,0.032,0,0.0745,0.77,103.001,174800,4
7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823,4
7EmGUiUaOSGDnUUQUDrOXC,0.715,0.802,11,-4.647,0,0.0394,0.139,0,0.177,0.327,124.989,197993,4
7jjxO506HQNiBY3dwc82Nf,0.457,0.707,5,-6.055,0,0.0637,0.075,5.06e-05,0.0724,0.294,99.292,281347,4
4U4lsMa8a4gcZeRZKjbciP,0.565,0.768,2,-9.637,1,0.0527,0.0257,2.11e-05,0.565,0.426,130.043,238293,4
6HUMt61bd7MzjSYA4mhbNL,0.396,0.677,9,-6.612,1,0.0356,0.00133,0.0146,0.18,0.522,179.997,273067,3
5zmJmMTqgY6H002D3X8J53,0.267,0.507,5,-9.278,1,0.0416,0.0311,0.214,0.061,0.26,81.88,312307,4
6Qr1ChOap1WchlSJh0JVsc,0.454,0.666,11,-6.541,1,0.0364,0.349,2.39e-06,0.191,0.585,159.968,235947,4
7LJDzkXrC6bKthURJ1I4pL,0.567,0.745,7,-4.877,0,0.0722,0.136,3.71e-05,0.0639,0.341,137.984,222227,4
60eOMEt3WNVX1m1jmApmnX,0.546,0.583,6,-7.317,0,0.0348,0.002,0.173,0.115,0.235,128.017,246787,4
59P1nrdEImkAKa1nyW9X2e,0.523,0.833,7,-4.374,0,0.0405,0.00387,0.000339,0.0841,0.482,115.975,330760,4
0XCCPbEHAUXoVqZ9azkRKY,0.623,0.715,9,-7.875,0,0.0296,0.623,0.709,0.186,0.567,93.995,249000,4
0usBe90xdHtrm3vCbmKGsa,0.659,0.557,5,-6.479,1,0.0275,0.468,0.892,0.192,0.31,93.997,303693,4
6CGDDogGQz9x6Uzyumt0CX,0.504,0.713,5,-10.764,0,0.0453,0.178,0.612,0.0812,0.844,184.009,265667,4
6gPwJuZZfjBJGO18sXc7T6,0.637,0.869,1,-8.198,1,0.0295,0.183,0.891,0.141,0.644,95.971,267227,4
0agWGDgxuSUWcM86oP8E3i,0.741,0.542,5,-11.173,1,0.0347,0.511,0.783,0.0927,0.851,109.995,228933,4
5QNs9A5Tw2YAqXcfNdMybf,0.677,0.816,4,-6.451,0,0.0567,0.472,0.796,0.121,0.714,152.086,282547,4
7MbpoYW2Q1OKeesuvP2nE7,0.78,0.54,5,-9.539,0,0.0292,0.13,0.3,0.176,0.857,108.988,361289,4
3v5ylX6XR0zlC4MT6GvJ4D,0.663,0.884,7,-8.258,1,0.0364,0.629,0.95,0.0951,0.897,112.001,226800,4
6Gsy1Y4U6Pa2bKPrFCyDLq,0.787,0.875,5,-6.774,0,0.0783,0.189,0.733,0.116,0.692,105.006,254270,4
4iw0emGfcArXUIljs8CKp8,0.735,0.721,5,-7.4,0,0.0331,0.059,0.0302,0.343,0.779,110.011,282216,4
31MkGwj0SWgZaTvEt5Hgxv,0.386,0.594,1,-6.186,1,0.0565,0.0254,3.03e-06,0.0873,0.187,113.843,271520,4
0FE9t6xYkqWXU2ahLh6D8X,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,233713,4
1zsG4eaZmkA1dvjDDsAGLK,0.724,0.895,7,-3.617,1,0.0411,0.0322,0,0.097,0.64,96.022,173720,4
1j4kHkkpqZRBwE0A4CN4Yv,0.258,0.437,11,-6.593,0,0.039,0.101,1.27e-06,0.106,0.0967,180.043,239000,4
23lpJkE7jJ4BVQhc3lj0VM,0.541,0.909,9,-3.101,1,0.0358,0.128,0,0.128,0.962,203.862,220160,4
2DvS23A6sqy6O6pVRZwJQN,0.682,0.641,8,-8.915,1,0.0386,0.568,0,0.224,0.826,141.002,126146,4
3T7dNA7O8c3Axj5WyDNcH3,0.703,0.407,8,-12.155,1,0.0504,0.706,0,0.45,0.849,140.057,125827,4
7EI6Iki24tBHAMxtb4xQN2,0.628,0.797,11,-3.953,0,0.0596,0.0364,0,0.104,0.321,106.93,215064,4
2nUJvBO87SkxCViQsLc9Zr,0.895,0.885,0,-4.182,1,0.268,0.11,4.04e-05,0.106,0.633,134.973,186027,4
